Time,CPU %,Memory (MB)
1676313449.3845565,11.616161616161612,2012
1676313450.4007568,7.750000000000002,2008
1676313451.4135826,13.567839195979904,2012
1676313452.425598,6.000000000000005,2012
1676313453.4367154,21.80451127819549,2020
1676313454.4485517,10.696517412935325,2013
1676313455.4632874,15.000000000000002,2015
1676313456.488788,70.0,2019
1676313457.5101686,72.05128205128204,2019
1676313458.5380359,80.19801980198021,2033
1676313459.5655458,79.84886649874056,2035
1676313460.637225,88.83374689826302,2098
1676313461.668962,89.47368421052632,2109
1676313462.7211947,91.3151364764268,2107
1676313463.7483354,93.22033898305084,2115
1676313464.7629526,89.52618453865337,2116
1676313465.7933683,95.27363184079603,2111
1676313466.8113682,93.78109452736318,2113
1676313467.8587935,92.7860696517413,2125
1676313468.9086032,95.65217391304348,2135
1676313469.9613204,95.69377990430623,2127
1676313471.0072565,95.21531100478468,2124
1676313472.051875,95.36585365853658,2139
1676313473.0926933,97.8102189781022,2143
1676313474.1237085,93.46246973365618,2149
1676313475.140165,97.2972972972973,2161
1676313476.173724,97.2972972972973,2155
1676313477.2250516,96.59367396593674,2151
1676313478.276742,97.1291866028708,2164
1676313479.3137593,98.32935560859188,2172
1676313480.3498225,96.82926829268293,2170
1676313481.3758318,96.34146341463415,2171
1676313482.4421601,97.05882352941177,2180
1676313483.5479736,97.41784037558685,2163
1676313484.5784144,96.5909090909091,2198
1676313485.6237798,98.04878048780488,2225
1676313486.6781597,97.83132530120481,2222
1676313487.795319,96.42857142857143,2225
1676313488.8020782,97.2972972972973,2228
1676313489.86573,98.25,2224
1676313490.9356558,97.1563981042654,2244
1676313492.0652945,98.36448598130842,2252
1676313493.105274,98.45132743362832,2262
1676313494.222187,98.30508474576271,2250
1676313495.3392317,97.2972972972973,2253
1676313496.423291,98.19004524886877,2252
1676313497.5017035,98.38709677419355,2272
1676313498.5744472,97.21577726218098,2264
1676313499.5931869,98.36829836829837,2275
1676313500.6707275,96.81372549019608,2276
1676313501.7689342,99.06542056074767,2276
1676313502.8104196,97.72209567198178,2287
1676313503.9051127,97.34939759036145,2293
1676313505.0174768,97.6958525345622,2293
1676313506.1234443,97.28506787330316,2298
1676313507.1554296,97.95918367346938,2305
1676313508.2910151,97.5669099756691,2297
1676313509.357968,99.12087912087912,2306
1676313510.4216406,98.10426540284361,2313
1676313511.466326,99.06323185011709,2309
1676313512.5810537,98.3173076923077,2310
1676313513.637027,98.65168539325843,2315
1676313514.6609094,98.32134292565947,2317
1676313515.7291608,97.05159705159704,2318
1676313516.8977609,97.65807962529274,2319
1676313518.1125457,97.85867237687366,2331
1676313519.1731265,98.97330595482546,2331
1676313520.2592313,98.81796690307328,2330
1676313521.3067808,98.14385150812065,2334
1676313522.408338,99.04988123515439,2330
1676313523.4714367,98.39449541284404,2333
1676313524.5977974,97.88235294117648,2327
1676313525.6956453,98.44444444444444,2333
1676313526.7705498,98.63013698630137,2343
1676313527.830441,99.3006993006993,2345
1676313528.8783271,98.36065573770492,2329
1676313529.970745,98.08612440191388,2326
1676313531.09205,99.07834101382488,2344
1676313532.212546,98.66666666666667,2330
1676313533.2693002,97.99107142857143,2332
1676313534.323769,98.09069212410502,2339
1676313535.358127,98.32935560859188,2340
1676313536.491077,97.5609756097561,2335
1676313537.6313143,97.33924611973393,2338
1676313538.7179255,98.25708061002179,2336
1676313539.769533,95.99056603773585,2331
1676313540.822409,98.812351543943,2329
1676313542.0125744,98.812351543943,2336
1676313543.0877733,98.31223628691983,2330
1676313544.1118186,97.19626168224299,2333
1676313545.2339017,97.54299754299754,2324
1676313546.343667,97.75784753363229,2327
1676313547.3677542,97.05882352941177,2322
1676313548.418046,98.29683698296837,2329
1676313549.4703357,98.56801909307876,2325
1676313550.5628521,98.32134292565947,2323
1676313551.710492,99.09502262443439,2341
1676313552.7610235,98.6784140969163,2316
1676313553.8480537,96.9047619047619,2325
