Time,CPU %,Memory (MB)
1676315477.1670206,0.2525252525252486,1851
1676315478.1778333,25.558312655086844,1860
1676315479.1881554,18.656716417910445,1845
1676315480.1949341,38.69346733668342,1863
1676315481.2040844,22.05513784461153,1859
1676315482.2127104,33.333333333333336,1863
1676315483.2226417,23.291139240506332,1858
1676315484.2320216,20.603015075376884,1862
1676315485.2417278,37.092731829573935,1866
1676315486.2585814,31.63265306122449,1871
1676315487.269329,29.601990049751247,1870
1676315488.276688,38.38383838383839,1868
1676315489.2837393,34.860050890585235,1874
1676315490.2963977,36.27204030226701,1881
1676315491.305789,41.39650872817955,1882
1676315492.3194635,42.025316455696206,1881
1676315493.3272812,47.32824427480916,1864
1676315494.3412082,44.63840399002493,1863
1676315495.3509073,46.42857142857143,1878
1676315496.3610706,40.40404040404041,1877
1676315497.3685408,53.101736972704714,1866
1676315498.3741407,53.58974358974359,1874
1676315499.3810925,51.515151515151516,1885
1676315500.39181,49.871465295629825,1886
1676315501.398954,41.959798994974875,1875
1676315502.409339,39.54659949622166,1879
1676315503.4177399,56.56565656565656,1877
1676315504.4372528,51.86104218362283,1878
1676315505.4447758,53.63408521303259,1883
1676315506.4510267,49.25000000000001,1884
1676315507.4570277,40.55415617128464,1884
1676315508.4647074,47.0,1883
1676315509.476813,51.13350125944584,1873
1676315510.4929855,57.25190839694656,1887
1676315511.5003424,50.62344139650873,1886
1676315512.505851,51.53846153846153,1882
1676315513.5154805,39.64646464646465,1882
1676315514.5227375,47.83715012722646,1884
1676315515.5297105,53.904282115869016,1888
1676315516.5386748,50.25773195876289,1878
1676315517.5472577,53.045685279187815,1888
1676315518.556373,49.87277353689568,1893
1676315519.5666873,41.8546365914787,1893
1676315520.577888,45.063291139240505,1893
1676315521.585416,51.89873417721519,1888
1676315522.5962906,51.91815856777493,1890
1676315523.6041183,50.86848635235732,1885
1676315524.6172662,48.97959183673469,1884
1676315525.6254723,48.614609571788414,1895
1676315526.6362388,36.962025316455694,1894
1676315527.6476378,61.84538653366584,1910
1676315528.6574705,49.25000000000001,1909
