Time,CPU %,Memory (MB)
1676324849.307438,0.0,24.084
1676324850.323735,0.0,24.084
1676324851.3337703,0.0,24.084
1676324852.3426943,0.0,24.084
1676324853.3610067,0.0,24.084
1676324854.3812263,0.0,24.084
1676324855.389785,0.0,24.084
1676324856.4243932,0.0,24.084
1676324857.4329388,0.0,24.084
1676324858.4451308,0.0,24.084
1676324859.4592676,0.0,24.084
1676324860.478771,0.0,24.084
1676324861.4965146,0.0,24.084
1676324862.5082612,0.0,24.084
1676324863.5264716,0.0,24.084
1676324864.5339653,0.0,24.084
1676324865.5433962,0.0,24.084
1676324866.5551627,0.0,24.084
1676324867.5691223,0.0,24.084
1676324868.5811899,0.0,24.084
1676324869.6110728,0.0,24.084
1676324870.649118,0.0,24.084
1676324871.6651835,0.0,24.084
1676324872.6828046,0.0,24.084
1676324873.701039,0.0,24.084
1676324874.7206461,0.0,24.084
1676324875.7403886,0.0,24.084
1676324876.7580209,0.0,24.084
1676324877.7778866,0.0,24.084
1676324878.7991726,0.0,24.084
1676324879.8186464,0.0,24.084
1676324880.8410308,0.0,24.084
1676324881.8777726,0.0,24.084
1676324882.8958538,0.0,24.084
1676324883.924846,0.0,24.084
1676324884.9399035,0.0,24.084
1676324885.9572694,0.0,24.084
1676324886.9970486,0.0,24.084
1676324888.0081563,0.0,24.084
1676324889.0260916,0.0,24.084
1676324890.0574796,0.0,24.084
1676324891.0943127,0.0,24.084
1676324892.1095657,0.0,24.084
1676324893.138105,0.0,24.084
1676324894.184766,0.0,24.084
1676324895.2320569,0.0,24.084
1676324896.250117,0.0,24.084
1676324897.2810664,0.0,24.084
1676324898.323172,0.0,24.084
1676324899.3512495,0.0,24.084
1676324900.3804133,0.0,24.084
1676324901.4051752,0.0,24.084
1676324902.4452477,0.0,24.084
1676324903.4999766,0.0,24.084
1676324904.5163085,0.0,24.084
1676324905.5668972,0.0,24.084
1676324906.5812652,0.0,24.084
1676324907.6370373,0.0,24.084
1676324908.666531,0.0,24.084
1676324909.6856225,0.0,24.084
1676324910.753047,0.0,24.084
1676324911.7873483,0.0,24.084
1676324912.832108,0.0,24.084
1676324913.85344,0.0,24.084
1676324914.9102647,0.0,24.084
1676324915.9444087,0.0,24.084
1676324916.9595785,0.0,24.084
1676324917.9850383,0.0,24.084
1676324919.0210543,0.0,24.084
1676324920.0372217,0.0,24.084
1676324921.0512335,0.0,24.084
1676324922.0688632,0.0,24.084
1676324923.0891023,0.0,24.084
1676324924.10941,0.0,24.084
1676324925.1409876,0.0,24.084
1676324926.1650732,0.0,24.084
1676324927.1760097,0.0,24.084
1676324928.1958778,0.0,24.084
1676324929.2111666,0.0,24.084
1676324930.264695,0.0,24.084
1676324931.301614,0.0,24.084
1676324932.3343503,0.0,24.084
1676324933.3573446,0.0,24.084
1676324934.385043,0.0,24.084
1676324935.4037864,0.0,24.084
1676324936.4219248,0.0,24.084
1676324937.4538739,0.0,24.084
1676324938.4789248,0.0,24.084
1676324939.4978025,0.0,24.084
1676324940.5290115,0.0,24.084
1676324941.5737007,0.0,24.084
1676324942.6107578,0.0,24.084
1676324943.65278,0.0,24.084
1676324944.6830833,0.0,24.084
1676324945.7287452,0.0,24.084
1676324946.763379,0.0,24.084
1676324947.7971938,0.0,24.084
1676324948.8212457,0.0,24.084
1676324949.8646526,0.0,24.084
1676324950.8873394,0.0,24.084
1676324951.9411485,0.0,24.084
1676324952.9927645,0.0,24.084
1676324954.0089822,0.0,24.084
1676324955.0323682,0.0,24.084
1676324956.0685482,0.0,24.084
1676324957.094777,0.0,24.084
1676324958.1175852,0.0,24.084
1676324959.1483028,0.0,24.084
1676324960.20088,0.0,24.084
1676324961.2453616,0.0,24.084
1676324962.2796175,0.0,24.084
1676324963.3288925,0.0,24.084
1676324964.34195,0.0,24.084
1676324965.36914,0.0,24.084
1676324966.3922412,0.0,24.084
1676324967.4057043,0.0,24.084
1676324968.4469848,0.0,24.084
1676324969.475513,0.0,24.084
1676324970.4951134,0.0,24.084
1676324971.5138998,0.0,24.084
1676324972.5582888,0.0,24.084
1676324973.5757766,0.0,24.084
1676324974.5988395,0.0,24.084
1676324975.6189244,0.0,24.084
1676324976.6497843,0.0,24.084
1676324977.6946425,0.0,24.084
1676324978.7203903,0.0,24.084
1676324979.764221,0.0,24.084
1676324980.7892168,0.0,24.084
1676324981.8126678,0.0,24.084
1676324982.8291628,0.0,24.084
1676324983.8497043,0.0,24.084
1676324984.8923848,0.0,24.084
1676324985.9300215,0.0,24.084
1676324986.9919708,0.0,24.084
1676324988.0523944,0.0,24.084
1676324989.083393,0.0,24.084
1676324990.1149065,0.0,24.084
1676324991.152328,0.0,24.084
1676324992.1890957,0.0,24.084
1676324993.2550786,0.0,24.084
1676324994.2913995,0.0,24.084
1676324995.3107061,0.0,24.084
1676324996.3471186,0.0,24.084
1676324997.373117,0.0,24.084
1676324998.3905182,0.0,24.084
1676324999.4190311,0.0,24.084
1676325000.459179,0.0,24.084
1676325001.4810534,0.0,24.084
1676325002.4934478,0.0,24.084
1676325003.5347033,0.0,24.084
1676325004.5740223,0.0,24.084
1676325005.6109107,0.0,24.084
1676325006.6390412,0.0,24.084
1676325007.6815603,0.0,24.084
1676325008.7291238,0.0,24.084
1676325009.7627509,0.0,24.084
1676325010.7728157,0.0,24.084
1676325011.7949471,0.0,24.084
1676325012.8107436,0.0,24.084
1676325013.849247,0.0,24.084
1676325014.873646,0.0,24.084
1676325015.896693,0.0,24.084
1676325016.937243,0.0,24.084
1676325017.981811,0.0,24.084
1676325019.0051901,0.0,24.084
1676325020.032829,0.0,24.084
1676325021.0936868,0.0,24.084
1676325022.1207411,0.0,24.084
1676325023.1445189,0.0,24.084
1676325024.1858044,0.0,24.084
1676325025.2088716,0.0,24.084
1676325026.285598,0.0,24.084
1676325027.2963345,0.0,24.084
1676325028.3044157,0.0,24.084
1676325029.3389356,0.0,24.084
1676325030.3592827,0.0,24.084
1676325031.3896825,0.0,24.084
1676325032.4156768,0.0,24.084
1676325033.454166,0.0,24.084
