Time,CPU %,Memory (MB)
1676325683.9854116,15.829145728643212,2097
1676325684.9963555,24.264705882352942,2092
1676325686.0042698,25.25252525252525,2088
1676325687.0158954,16.919191919191924,2088
1676325688.0281982,25.440806045340047,2088
1676325689.0371666,25.062656641604008,2101
1676325690.0479991,19.59798994974874,2091
1676325691.059859,32.49370277078085,2088
1676325692.0672805,31.818181818181824,2099
1676325693.0771139,32.6530612244898,2099
1676325694.0863998,32.90816326530612,2107
1676325695.0955055,30.303030303030297,2100
1676325696.1060936,35.45918367346938,2105
1676325697.1139681,46.01990049751243,2103
1676325698.120901,41.326530612244895,2103
1676325699.1289883,46.547314578005114,2110
1676325700.1361976,35.30927835051546,2108
1676325701.1475534,48.51485148514851,2120
1676325702.1536558,39.8989898989899,2119
1676325703.1655154,54.663212435233156,2111
1676325704.1733806,50.0,2111
1676325705.1890528,52.36907730673317,2108
1676325706.2031841,53.1328320802005,2102
1676325707.2085955,49.10941475826972,2110
1676325708.2156053,56.122448979591844,2114
1676325709.2336888,60.150375939849624,2116
1676325710.241697,54.3424317617866,2118
1676325711.248031,59.27835051546392,2129
1676325712.2558575,56.313131313131315,2123
1676325713.2700925,61.01265822784809,2125
1676325714.277557,59.5959595959596,2116
1676325715.2882187,65.31645569620252,2111
1676325716.2960875,69.62025316455696,2122
1676325717.3046162,60.957178841309826,2121
1676325718.314501,67.09183673469387,2134
1676325719.3256614,60.40609137055837,2133
1676325720.3340893,65.99496221662469,2124
1676325721.3451595,74.80916030534351,2132
1676325722.3533614,70.27707808564232,2136
1676325723.3635643,71.57360406091371,2144
1676325724.4167814,63.959390862944154,2144
1676325725.426213,66.58476658476658,2134
1676325726.447965,70.37974683544303,2131
1676325727.4540944,73.55163727959697,2130
1676325728.4610374,68.79795396419436,2133
1676325729.470446,73.41772151898735,2134
1676325730.4824963,70.81218274111676,2138
1676325731.4905298,72.3076923076923,2137
1676325732.507958,71.7557251908397,2140
1676325733.5140116,81.10831234256926,2148
1676325734.5240574,71.12860892388451,2147
1676325735.5394313,73.53689567430027,2147
1676325736.5497203,72.63427109974425,2147
1676325737.561815,70.12658227848101,2148
1676325738.5686793,75.69620253164557,2157
1676325739.5785377,76.9620253164557,2147
1676325740.595511,77.8061224489796,2166
1676325741.6042728,75.76530612244898,2166
1676325742.6181412,76.07052896725442,2153
1676325743.6256263,77.8894472361809,2159
1676325744.6587963,74.93606138107417,2156
1676325745.6684198,75.36945812807882,2160
1676325746.6866705,77.8894472361809,2160
1676325747.69259,73.73737373737373,2159
1676325748.7014365,77.02020202020202,2164
1676325749.7073262,73.92405063291139,2162
1676325750.7331834,79.74683544303798,2156
1676325751.7428617,79.85257985257985,2156
1676325752.7491674,76.53061224489795,2155
1676325753.759364,76.45569620253164,2155
1676325754.7673225,74.61538461538461,2154
1676325755.7744756,78.88040712468194,2152
1676325756.781986,72.82051282051283,2150
1676325757.7933328,77.3067331670823,2154
1676325758.8134346,75.83547557840618,2144
1676325759.8212793,75.93984962406014,2153
1676325760.8292832,77.29591836734694,2157
1676325761.8375387,73.73737373737373,2157
1676325762.8450367,75.1918158567775,2157
1676325763.8514726,79.94923857868021,2157
1676325764.8579733,75.0,2157
1676325765.8834827,75.32133676092545,2156
1676325766.8908455,75.87939698492463,2155
1676325767.9063501,72.93814432989691,2155
1676325768.914807,80.1526717557252,2151
1676325769.9312446,74.36548223350255,2149
1676325770.9417043,79.34508816120906,2169
1676325771.9480574,74.9367088607595,2167
1676325772.958594,78.39195979899498,2153
1676325773.9687407,74.30025445292621,2151
1676325774.9808009,75.25510204081633,2152
1676325775.9865575,77.14285714285715,2153
1676325776.9938667,76.15384615384615,2150
1676325778.0002062,78.09278350515464,2160
1676325779.0130064,77.77777777777779,2150
1676325780.0189328,73.85786802030456,2152
1676325781.0246758,75.71059431524547,2151
1676325782.0329287,76.41025641025641,2161
1676325783.0458229,79.04040404040404,2155
1676325784.0530698,77.86259541984732,2157
1676325785.0592973,74.5,2156
1676325786.0668943,77.6349614395887,2161
1676325787.075143,75.51020408163265,2159
1676325788.0824442,76.70886075949367,2159
1676325789.0915933,75.25773195876289,2157
1676325790.1060417,75.75,2159
1676325791.1116984,77.72151898734178,2160
1676325792.1212685,76.88442211055276,2162
1676325793.1280456,75.8974358974359,2165
1676325794.1385093,74.74489795918367,2163
1676325795.151162,75.12953367875647,2157
1676325796.1611388,74.74747474747474,2156
1676325797.170242,76.08142493638677,2158
1676325798.1922305,77.5,2165
1676325799.1984842,78.05486284289277,2167
1676325800.2070224,77.92207792207793,2173
1676325801.215414,77.66497461928934,2147
1676325802.2265413,73.61809045226131,2148
1676325803.2346468,82.16080402010051,2145
1676325804.2465491,77.04081632653062,2144
1676325805.254414,75.25252525252525,2160
1676325806.2611315,76.48578811369508,2169
1676325807.267335,75.51020408163265,2167
1676325808.2732728,79.44162436548223,2177
1676325809.2813764,74.81108312342569,2176
1676325810.2906168,78.53535353535354,2170
1676325811.2989817,72.36180904522614,2169
1676325812.3101087,78.57142857142857,2163
1676325813.3170428,79.69543147208122,2153
1676325814.3238297,79.64376590330788,2163
1676325815.3348205,75.93052109181141,2168
1676325816.3436127,75.64102564102564,2160
1676325817.3521729,73.96907216494846,2159
1676325818.370714,78.14070351758794,2157
1676325819.3919265,73.56608478802993,2164
1676325820.4080663,76.38190954773869,2170
1676325821.42984,74.8730964467005,2169
1676325822.4452353,74.61928934010153,2166
1676325823.4509885,77.77777777777779,2166
1676325824.4566824,75.83547557840618,2165
1676325825.465685,79.18781725888324,2174
1676325826.4719431,75.75,2172
1676325827.482543,77.35368956743002,2164
1676325828.4884124,76.08142493638677,2164
1676325829.497944,76.01010101010101,2150
1676325830.507073,76.59033078880407,2161
1676325831.533858,77.2609819121447,2172
1676325832.548807,76.65847665847666,2158
1676325833.5571008,75.5050505050505,2158
1676325834.5650163,76.63316582914572,2168
1676325835.5770352,76.26262626262627,2172
1676325836.5875015,73.80352644836272,2162
1676325837.5999906,77.83505154639175,2162
1676325838.606547,79.15632754342433,2170
1676325839.616246,74.9367088607595,2169
1676325840.6252499,77.2020725388601,2163
1676325841.6347067,74.67362924281984,2161
1676325842.665364,77.66749379652606,2170
1676325843.673332,77.363184079602,2168
1676325844.679724,76.25,2168
1676325845.6891897,66.24365482233503,2163
1676325846.702564,75.06361323155217,2165
1676325847.7121675,77.32997481108312,2172
1676325848.723199,75.76530612244898,2169
1676325849.7327447,73.21428571428572,2171
1676325850.7507775,72.39583333333333,2176
1676325851.7592425,77.0,2167
1676325852.7710488,77.66749379652606,2173
1676325853.77928,76.8637532133676,2176
1676325854.7865136,74.23469387755102,2176
1676325855.793397,81.12244897959184,2175
1676325856.8007965,75.56675062972292,2173
1676325857.8073518,79.29292929292929,2181
1676325858.8130457,74.04580152671755,2179
1676325859.8200326,74.293059125964,2189
1676325860.8268273,78.37150127226464,2176
1676325861.8338563,74.22680412371135,2173
1676325862.8400645,78.88040712468194,2176
1676325863.846427,73.7789203084833,2174
1676325864.8615882,72.04030226700252,2161
1676325865.8711905,78.14070351758794,2165
1676325866.8776822,74.30025445292621,2153
1676325867.8841546,74.42455242966753,2164
1676325868.9006727,75.75757575757575,2158
1676325869.9230735,67.0,2158
