Time,CPU %
1676398186.61395,99.37888198757764
1676398187.8510604,99.79633401221996
1676398189.0450048,99.79797979797979
1676398190.164629,99.79123173277662
1676398191.3346636,99.5505617977528
1676398192.406831,99.14163090128756
1676398193.593057,98.83177570093457
1676398194.6721904,99.78991596638656
1676398195.98853,98.83177570093457
1676398197.0930245,99.62049335863378
1676398198.3379352,98.63636363636363
1676398199.3790605,98.79032258064517
1676398200.5128179,99.51690821256038
1676398201.7119572,99.55947136563876
1676398202.869204,99.17525773195877
1676398203.939425,99.56331877729258
1676398205.1478155,99.29742388758783
1676398206.331139,98.54166666666667
1676398207.780725,99.36305732484077
1676398209.1412756,99.65576592082617
1676398210.2093344,99.26062846580407
1676398211.2420242,99.29577464788733
1676398212.3384752,99.27007299270073
1676398213.4623344,99.31506849315068
1676398214.5264375,99.55456570155901
1676398215.6054919,99.30555555555556
1676398216.7511158,99.53051643192488
1676398217.8396454,99.35064935064936
1676398218.8989744,99.07192575406032
1676398219.9250803,99.28571428571429
1676398221.0268886,99.02912621359224
1676398222.229036,99.08675799086758
1676398223.4179142,99.58847736625515
1676398224.5033233,99.14712153518124
1676398225.6720603,99.07834101382488
1676398226.8625548,99.57264957264957
1676398228.0473537,99.3723849372385
1676398229.2684388,99.57894736842105
1676398230.4587,99.58592132505176
1676398231.5277348,98.73150105708245
1676398232.548033,99.76635514018692
1676398233.6491604,99.51456310679612
1676398234.7807493,99.77116704805492
1676398235.8976865,99.33774834437085
1676398237.262097,99.55156950672645
1676398238.5113516,99.45054945054946
1676398239.7313578,99.60159362549801
1676398240.830573,99.58592132505176
1676398241.996716,99.09502262443439
1676398243.122908,99.13606911447084
1676398244.269071,99.55357142857143
1676398245.3752506,99.34497816593887
1676398246.5384204,98.63945578231292
1676398247.6316504,99.78401727861771
1676398248.6812797,99.31350114416476
1676398249.7661204,99.04306220095694
1676398251.0587463,99.07834101382488
1676398252.2655683,99.6124031007752
1676398253.4533906,98.76288659793815
1676398254.6498117,99.36974789915966
1676398256.0587535,99.58071278825996
1676398257.1370573,99.64601769911503
1676398258.3090336,99.53271028037383
1676398259.484916,98.73684210526315
1676398260.5730498,99.78401727861771
1676398261.7720904,98.8425925925926
1676398262.9174213,99.58246346555325
1676398264.0281758,98.91067538126362
1676398265.1429493,99.32432432432432
1676398266.4218242,98.86621315192744
1676398267.6738605,99.0234375
1676398268.6968284,99.20159680638723
1676398269.7494547,99.51219512195122
1676398270.9196267,99.28229665071771
1676398272.1518214,98.92933618843684
1676398273.38549,99.3963782696177
1676398274.710968,98.16700610997964
1676398275.8391654,99.43820224719101
1676398276.9214766,99.55156950672645
1676398278.1341841,99.53810623556582
1676398279.2626035,98.96694214876032
1676398280.4170215,99.34065934065934
1676398281.6978893,99.35897435897436
1676398282.7450638,99.2094861660079
1676398284.1380227,99.27710843373494
1676398285.1955729,99.64093357271095
1676398286.5230494,99.52606635071089
1676398287.6308181,99.62476547842401
1676398288.7056787,99.77272727272727
1676398289.7770596,99.30394431554525
1676398290.9650402,99.53271028037383
1676398292.1616912,99.1578947368421
1676398293.408784,99.375
1676398294.4727154,99.79959919839679
1676398295.5396385,99.06103286384976
1676398296.5731535,99.52830188679245
1676398297.7886348,99.03381642512076
1676398298.989382,99.7946611909651
1676398300.1844583,99.375
1676398301.3607135,99.581589958159
1676398302.3711286,99.14529914529915
1676398303.4301555,99.50372208436724
1676398304.6852672,99.76744186046511
1676398305.7368238,99.18864097363083
1676398306.7666564,99.52606635071089
1676398307.968124,98.79227053140096
1676398309.0649369,99.375
1676398310.3211231,99.77220956719817
1676398311.3345428,99.20318725099602
1676398312.543023,99.50980392156863
1676398313.7890456,99.3723849372385
