Time,CPU %
1676330709.287659,99.77678571428571
1676330710.311952,99.29742388758783
1676330711.4069757,98.05825242718447
1676330712.5238838,99.31192660550458
1676330713.6171556,99.55257270693512
1676330714.8950717,99.54022988505747
1676330716.077058,99.41176470588235
1676330717.3850741,99.15611814345992
1676330718.5754542,99.80806142034548
1676330719.8891628,99.57983193277312
1676330720.9610488,99.61977186311786
1676330722.117035,99.76635514018692
1676330723.2852027,99.56803455723542
1676330724.5611928,99.57081545064378
1676330725.8613603,99.60707269155206
1676330726.8831017,99.61832061068702
1676330728.051067,99.75429975429975
1676330729.1874552,99.35483870967742
1676330730.293055,99.33920704845815
1676330731.3596885,99.31972789115646
1676330732.6874335,99.29742388758783
1676330733.9471424,99.8109640831758
1676330735.045399,99.60396039603961
1676330736.1681268,99.32279909706546
1676330737.2165854,99.55357142857143
1676330738.2372386,99.52380952380952
1676330739.3075304,99.75429975429975
1676330740.5302856,98.82903981264637
1676330741.664723,99.59266802443992
1676330742.7852309,99.77827050997783
1676330743.8170989,99.33035714285714
1676330744.9491801,99.51573849878935
1676330746.1210418,99.5575221238938
1676330747.404068,99.36842105263159
1676330748.5421627,99.40828402366864
1676330749.7527816,99.55849889624724
1676330750.95024,99.38398357289527
1676330752.1464753,99.37369519832986
1676330753.2165751,98.95615866388309
1676330754.3054206,99.76525821596243
1676330755.437452,99.77011494252874
1676330756.76923,98.89135254988913
1676330757.834817,99.43181818181817
1676330758.991582,99.53379953379954
1676330760.1545384,99.34640522875817
1676330761.262311,99.3576017130621
1676330762.3832662,99.5475113122172
1676330763.5730402,99.77777777777777
1676330764.689122,99.78947368421053
1676330765.9069018,99.54954954954955
1676330766.9490929,98.97750511247445
1676330767.9982018,99.51690821256038
1676330769.0810287,99.76190476190476
1676330770.4056509,99.76798143851508
1676330771.469071,99.24385633270322
1676330772.5691452,99.07192575406032
1676330773.8037994,98.39449541284404
1676330774.8571992,99.18864097363083
1676330776.0838692,99.76635514018692
1676330777.1254196,99.79423868312757
1676330778.183123,99.03846153846155
1676330779.2577612,99.28909952606635
1676330780.3058836,99.53051643192488
1676330781.418107,99.76190476190476
1676330782.4767864,99.09297052154194
1676330783.8299298,99.29577464788733
1676330784.85761,99.25788497217069
1676330786.3176663,99.27184466019418
1676330787.5604775,99.31506849315068
1676330788.6278853,99.39516129032258
1676330789.8306553,99.29577464788733
1676330790.9852514,99.7920997920998
1676330792.2532506,99.78260869565217
1676330793.2981722,99.0138067061144
1676330794.5259151,98.8009592326139
1676330795.7643745,99.18032786885246
1676330796.8888085,99.39271255060729
1676330798.0251565,99.5575221238938
1676330799.1636474,98.66962305986696
1676330800.2429185,99.56331877729258
1676330801.400271,99.30232558139535
1676330802.6144106,99.78260869565217
1676330803.852982,99.58677685950413
1676330804.9238758,99.19678714859438
1676330806.0383055,99.53051643192488
1676330807.3388135,99.32735426008968
1676330808.5467765,99.4263862332696
1676330809.6557186,99.7920997920998
1676330810.8250637,99.54648526077098
1676330811.9132383,99.78632478632478
1676330813.0690541,99.54128440366972
1676330814.232978,99.34924078091106
1676330815.3786883,99.13793103448276
1676330816.5277262,99.56427015250546
1676330817.7450337,99.78260869565217
1676330818.987499,99.38398357289527
1676330820.086207,99.19354838709677
1676330821.097026,99.54441913439635
1676330822.4046786,99.75429975429975
1676330823.4291794,99.23224568138195
1676330824.6835203,99.26650366748166
1676330825.8438015,99.19839679358718
1676330827.0852206,99.35344827586206
1676330828.2364066,99.19354838709677
1676330829.3450913,99.78213507625271
1676330830.4159389,99.32584269662922
1676330831.4953823,99.06323185011709
1676330832.7372932,98.84526558891456
1676330833.799445,99.39271255060729
1676330834.8357453,99.76580796252928
1676330836.014544,99.75728155339806
1676330837.151665,98.72340425531915
