Time,CPU %
1676397572.9605756,98.30097087378641
1676397574.0278842,98.28009828009829
1676397575.1298864,97.89227166276346
1676397576.1924632,98.39816933638444
1676397577.2192562,99.06103286384976
1676397578.3454294,99.26650366748166
1676397579.4091427,99.10913140311804
1676397580.4497592,98.34123222748815
1676397581.5539112,98.5576923076923
1676397582.5886743,97.94050343249427
1676397583.6674922,98.3132530120482
1676397584.6740334,97.44186046511628
1676397585.697006,97.99498746867168
1676397586.7297397,98.52579852579852
1676397587.7530355,98.7864077669903
1676397588.884131,98.53658536585365
1676397589.9576366,98.01324503311258
1676397591.1670496,98.82903981264637
1676397592.2794569,99.17184265010351
1676397593.3134959,97.96380090497738
1676397594.338014,98.55421686746988
1676397595.4892602,98.29683698296837
1676397596.518312,98.47494553376906
1676397597.5545044,98.29268292682927
1676397598.6772149,98.3173076923077
1676397599.7375438,98.4304932735426
1676397600.8190372,99.53051643192488
1676397601.9476898,98.12646370023418
1676397603.119719,99.10714285714286
1676397604.3233252,99.15254237288136
1676397605.4211633,98.11715481171548
1676397606.6128454,98.85321100917432
1676397607.7282739,98.52631578947368
1676397608.8470085,98.66071428571429
1676397609.9686575,97.98206278026906
1676397611.1211448,97.96839729119638
1676397612.3026743,98.0392156862745
1676397613.4335968,98.30148619957538
1676397614.5352385,98.43400447427292
1676397615.5544283,97.72209567198178
1676397616.6330285,97.53694581280789
1676397617.6827955,97.66899766899768
1676397618.7343483,97.84172661870504
1676397619.8642154,98.33729216152018
1676397620.9052236,99.1130820399113
1676397621.9506855,99.27536231884058
1676397623.0395322,98.3132530120482
1676397624.1245744,98.62068965517241
1676397625.3090246,99.08045977011494
1676397626.3415563,99.15611814345992
1676397627.4123735,98.04878048780488
1676397628.519902,98.83449883449883
1676397629.6050744,98.4162895927602
1676397630.6704226,98.61111111111111
1676397631.8133085,98.82352941176471
1676397632.8761926,99.3421052631579
1676397634.0048351,97.40566037735849
1676397635.1165488,98.45474613686534
1676397636.2770631,99.31818181818181
1676397637.346548,99.35483870967742
1676397638.3887792,98.35680751173709
1676397639.4684434,98.30508474576271
1676397640.4959407,98.83990719257541
1676397641.5976458,99.02676399026764
1676397642.6613967,98.17767653758543
1676397643.745253,99.52941176470588
1676397644.902496,98.84526558891456
1676397645.9098,98.48156182212581
1676397647.0337515,97.2636815920398
1676397648.101982,98.45474613686534
1676397649.2290719,97.85714285714285
1676397650.3329747,98.8962472406181
1676397651.3486466,98.1981981981982
1676397652.4420226,98.51851851851852
1676397653.4679613,97.6905311778291
1676397654.5989501,98.53658536585365
1676397655.7085695,98.88641425389754
1676397656.8318732,99.32735426008968
1676397657.9526849,99.10313901345292
1676397659.0531373,97.30941704035875
1676397660.1340127,98.63013698630137
1676397661.2522168,98.8425925925926
1676397662.3452399,97.54464285714286
1676397663.4850893,98.62068965517241
1676397664.5659962,98.45814977973568
1676397665.589046,97.45958429561202
1676397666.5981076,98.77450980392157
1676397667.7306275,98.26302729528535
1676397668.8692677,99.77876106194691
1676397670.0632703,98.68421052631578
1676397671.1492436,99.16142557651992
1676397672.2368197,99.53917050691244
1676397673.405887,97.24137931034483
1676397674.4752262,98.07692307692307
1676397675.613069,98.35680751173709
1676397676.7551644,97.7924944812362
1676397677.7713203,98.6870897155361
1676397678.8635905,98.52216748768473
1676397679.928262,98.84792626728111
1676397681.019102,99.52941176470588
1676397682.1034012,98.38709677419355
1676397683.138299,98.38337182448036
1676397684.353092,97.87735849056604
1676397685.3793442,97.68907563025209
1676397686.4252517,98.2885085574572
1676397687.5156384,97.59615384615384
1676397688.587877,98.63636363636363
1676397689.6645963,98.83449883449883
1676397690.7590718,98.12646370023418
1676397691.8936753,99.08466819221968
1676397693.0235205,99.1130820399113
1676397694.1730142,98.4375
1676397695.1932118,98.48156182212581
1676397696.2451227,99.01960784313727
1676397697.3468437,98.10426540284361
1676397698.4362679,97.71689497716895
1676397699.4619532,99.07407407407408
1676397700.4907176,98.52216748768473
